5,0.011,0.023,0.793,0.799,0.643,0.983,1.000,1.000,0.978,0.918,0.855,0.792,0.721,0.680,0.595,0.478,0.353,0.394,0.437,0.437,0.381,0.366,0.247,0.000
5,0.012,0.025,0.786,0.982,0.912,1.000,1.000,0.980,0.921,0.859,0.796,0.726,0.667,0.653,0.467,0.349,0.381,0.449,0.435,0.383,0.367,0.322,0.129,0.000
5,0.013,0.026,0.795,0.848,0.624,0.986,1.000,1.000,0.960,0.881,0.814,0.738,0.686,0.617,0.507,0.352,0.388,0.443,0.419,0.379,0.321,0.086,0.000,0.000
5,0.012,0.024,0.769,0.996,0.955,1.000,1.000,0.987,0.929,0.855,0.783,0.714,0.679,0.643,0.446,0.353,0.413,0.453,0.406,0.377,0.337,0.205,0.000,0.000
5,0.007,0.015,0.765,0.954,0.911,0.998,1.000,0.987,0.929,0.866,0.802,0.739,0.679,0.658,0.602,0.427,0.325,0.350,0.423,0.425,0.366,0.367,0.308,0.155
5,0.012,0.025,0.785,0.989,0.921,1.000,1.000,1.000,0.963,0.910,0.853,0.785,0.729,0.692,0.669,0.511,0.384,0.384,0.469,0.486,0.418,0.398,0.364,0.285
5,0.013,0.027,0.815,0.828,0.628,0.979,1.000,1.000,0.979,0.920,0.851,0.777,0.723,0.673,0.592,0.494,0.357,0.414,0.464,0.438,0.396,0.351,0.188,0.000
5,0.012,0.025,0.812,0.755,0.502,0.892,1.000,1.000,0.988,0.945,0.869,0.795,0.726,0.666,0.502,0.382,0.452,0.445,0.403,0.387,0.341,0.189,0.000,0.000
5,0.013,0.026,0.779,0.914,0.739,0.992,1.000,1.000,0.964,0.903,0.842,0.786,0.717,0.667,0.617,0.531,0.386,0.342,0.422,0.444,0.408,0.375,0.339,0.231
5,0.007,0.014,0.760,0.994,0.919,1.000,0.999,0.963,0.898,0.835,0.764,0.697,0.648,0.619,0.438,0.321,0.352,0.431,0.411,0.357,0.342,0.289,0.068,0.000
5,0.013,0.026,0.817,0.882,0.617,0.985,1.000,1.000,0.956,0.884,0.814,0.736,0.692,0.625,0.409,0.366,0.460,0.455,0.397,0.387,0.337,0.107,0.000,0.000
5,0.012,0.026,0.793,0.991,0.969,1.000,1.000,0.988,0.930,0.860,0.797,0.717,0.678,0.617,0.419,0.375,0.453,0.453,0.400,0.383,0.329,0.102,0.000,0.000
5,0.013,0.026,0.772,0.944,0.935,1.000,1.000,0.994,0.952,0.884,0.819,0.757,0.698,0.664,0.619,0.407,0.339,0.410,0.455,0.401,0.379,0.347,0.274,0.000
5,0.013,0.025,0.779,0.951,0.937,1.000,1.000,0.997,0.951,0.893,0.831,0.773,0.705,0.672,0.609,0.434,0.363,0.421,0.473,0.432,0.399,0.372,0.257,0.000
5,0.012,0.024,0.791,0.964,0.929,1.000,1.000,0.993,0.938,0.862,0.795,0.726,0.677,0.641,0.449,0.362,0.435,0.465,0.410,0.387,0.334,0.168,0.000,0.000
5,0.009,0.020,0.802,0.767,0.554,0.956,1.000,1.000,0.981,0.919,0.823,0.742,0.704,0.671,0.500,0.358,0.442,0.462,0.410,0.410,0.345,0.301,0.037,0.000
5,0.013,0.028,0.800,0.815,0.720,0.991,1.000,1.000,0.987,0.937,0.874,0.802,0.742,0.673,0.610,0.421,0.406,0.472,0.478,0.406,0.384,0.299,0.035,0.000
5,0.012,0.026,0.783,0.917,0.902,1.000,1.000,1.000,0.966,0.902,0.839,0.790,0.733,0.681,0.667,0.534,0.394,0.368,0.440,0.471,0.431,0.394,0.368,0.270
5,0.012,0.024,0.816,0.972,0.947,1.000,1.000,1.000,0.983,0.931,0.864,0.811,0.750,0.697,0.667,0.533,0.411,0.458,0.486,0.478,0.425,0.417,0.358,0.094
5,0.012,0.023,0.773,0.966,0.930,1.000,1.000,0.987,0.936,0.870,0.802,0.736,0.682,0.663,0.539,0.388,0.375,0.454,0.454,0.401,0.384,0.318,0.094,0.000
5,0.012,0.026,0.798,0.787,0.709,0.990,1.000,0.993,0.954,0.877,0.811,0.741,0.692,0.644,0.431,0.383,0.472,0.462,0.404,0.387,0.332,0.104,0.000,0.000
5,0.007,0.015,0.764,0.967,0.914,1.000,1.000,0.987,0.931,0.869,0.809,0.746,0.684,0.657,0.603,0.423,0.327,0.348,0.428,0.426,0.366,0.360,0.310,0.152
5,0.012,0.024,0.787,0.844,0.652,0.984,1.000,1.000,0.955,0.884,0.815,0.748,0.685,0.614,0.516,0.348,0.375,0.433,0.429,0.371,0.328,0.154,0.000,0.000
5,0.013,0.027,0.809,0.898,0.873,1.000,1.000,1.000,0.978,0.914,0.855,0.781,0.716,0.691,0.537,0.392,0.426,0.494,0.451,0.423,0.392,0.349,0.074,0.000
5,0.012,0.025,0.808,0.868,0.810,0.998,1.000,0.995,0.955,0.874,0.810,0.736,0.714,0.602,0.398,0.400,0.483,0.450,0.410,0.383,0.338,0.055,0.000,0.000
5,0.013,0.026,0.766,0.976,0.932,1.000,1.000,0.994,0.958,0.895,0.836,0.777,0.709,0.653,0.613,0.472,0.350,0.367,0.438,0.444,0.381,0.381,0.325,0.184
5,0.013,0.026,0.788,0.976,0.920,1.000,1.000,1.000,0.968,0.908,0.839,0.779,0.724,0.698,0.664,0.483,0.379,0.414,0.480,0.477,0.417,0.405,0.351,0.175
5,0.007,0.015,0.778,0.893,0.644,0.979,1.000,0.998,0.962,0.898,0.835,0.773,0.709,0.661,0.643,0.443,0.327,0.340,0.419,0.418,0.355,0.359,0.312,0.212
5,0.013,0.027,0.792,0.996,0.859,0.989,1.000,0.980,0.938,0.881,0.825,0.757,0.709,0.667,0.644,0.477,0.347,0.350,0.432,0.458,0.393,0.390,0.350,0.237
5,0.012,0.023,0.770,0.998,0.942,1.000,1.000,0.998,0.949,0.876,0.797,0.742,0.695,0.661,0.525,0.365,0.380,0.458,0.450,0.384,0.382,0.333,0.158,0.000
5,0.005,0.010,0.765,0.967,0.854,0.994,1.000,0.976,0.925,0.865,0.801,0.738,0.678,0.639,0.598,0.479,0.350,0.325,0.406,0.432,0.380,0.356,0.318,0.196
5,0.012,0.025,0.777,0.986,0.940,1.000,1.000,0.979,0.914,0.850,0.779,0.702,0.671,0.598,0.457,0.369,0.438,0.469,0.414,0.388,0.329,0.119,0.000,0.000
5,0.014,0.026,0.758,0.993,0.933,1.000,1.000,0.986,0.931,0.867,0.803,0.739,0.678,0.642,0.575,0.383,0.339,0.417,0.439,0.389,0.361,0.325,0.272,0.061
5,0.013,0.025,0.785,0.959,0.885,0.992,1.000,1.000,0.956,0.910,0.836,0.779,0.727,0.683,0.648,0.484,0.366,0.415,0.470,0.448,0.399,0.383,0.314,0.071
5,0.012,0.025,0.792,0.936,0.882,0.998,1.000,0.982,0.924,0.853,0.783,0.714,0.661,0.608,0.442,0.343,0.431,0.452,0.406,0.371,0.320,0.131,0.000,0.000
5,0.013,0.026,0.809,0.949,0.883,1.000,1.000,0.997,0.950,0.898,0.836,0.769,0.696,0.664,0.541,0.404,0.427,0.503,0.459,0.427,0.395,0.327,0.070,0.000
5,0.012,0.024,0.825,0.797,0.638,0.958,1.000,1.000,1.000,0.972,0.901,0.839,0.768,0.734,0.655,0.610,0.452,0.466,0.506,0.500,0.446,0.404,0.305,0.000
5,0.013,0.024,0.766,0.964,0.924,1.000,1.000,0.980,0.913,0.855,0.779,0.705,0.676,0.614,0.422,0.337,0.420,0.446,0.384,0.368,0.312,0.112,0.000,0.000
5,0.012,0.023,0.795,0.984,0.905,1.000,1.000,0.996,0.937,0.872,0.814,0.753,0.703,0.677,0.563,0.390,0.357,0.424,0.474,0.400,0.403,0.348,0.173,0.000
5,0.009,0.018,0.767,0.986,0.929,1.000,0.997,0.972,0.924,0.862,0.802,0.735,0.669,0.641,0.523,0.366,0.329,0.412,0.448,0.384,0.375,0.332,0.255,0.000
5,0.012,0.024,0.764,0.953,0.846,0.998,1.000,0.991,0.937,0.877,0.810,0.745,0.680,0.649,0.556,0.372,0.327,0.418,0.439,0.387,0.368,0.325,0.247,0.019
5,0.012,0.025,0.808,0.869,0.824,0.998,1.000,0.995,0.952,0.876,0.810,0.736,0.707,0.600,0.400,0.417,0.483,0.460,0.410,0.388,0.333,0.055,0.000,0.000
5,0.013,0.025,0.783,0.962,0.918,1.000,1.000,0.997,0.964,0.904,0.836,0.768,0.721,0.686,0.634,0.470,0.363,0.415,0.473,0.445,0.388,0.383,0.298,0.036
5,0.011,0.023,0.785,0.979,0.920,1.000,1.000,1.000,0.937,0.905,0.829,0.762,0.703,0.673,0.593,0.407,0.351,0.431,0.465,0.400,0.400,0.346,0.279,0.048
5,0.014,0.027,0.783,0.966,0.924,1.000,1.000,0.988,0.933,0.861,0.812,0.745,0.694,0.670,0.500,0.397,0.427,0.464,0.458,0.403,0.379,0.291,0.036,0.000
5,0.012,0.025,0.798,0.785,0.745,0.988,1.000,0.998,0.967,0.888,0.810,0.736,0.698,0.648,0.526,0.362,0.421,0.464,0.450,0.383,0.312,0.064,0.000,0.000
5,0.005,0.010,0.769,0.997,0.882,0.995,1.000,0.991,0.937,0.873,0.812,0.748,0.689,0.653,0.583,0.383,0.323,0.392,0.438,0.396,0.364,0.344,0.285,0.094
5,0.013,0.024,0.784,0.976,0.844,0.984,1.000,1.000,0.984,0.931,0.876,0.807,0.746,0.685,0.664,0.540,0.381,0.373,0.447,0.447,0.397,0.394,0.362,0.220
5,0.013,0.026,0.783,0.997,0.935,1.000,1.000,0.994,0.958,0.895,0.833,0.774,0.709,0.664,0.630,0.466,0.347,0.350,0.429,0.438,0.384,0.373,0.331,0.203
5,0.012,0.023,0.771,0.995,0.923,1.000,1.000,0.987,0.940,0.868,0.800,0.736,0.680,0.650,0.505,0.377,0.386,0.467,0.435,0.388,0.358,0.275,0.047,0.000
5,0.013,0.024,0.779,0.968,0.886,1.000,1.000,1.000,0.979,0.913,0.857,0.794,0.735,0.683,0.656,0.497,0.370,0.384,0.468,0.455,0.402,0.394,0.349,0.198
5,0.012,0.024,0.797,0.993,0.931,1.000,1.000,0.982,0.920,0.877,0.806,0.741,0.681,0.672,0.518,0.382,0.391,0.462,0.451,0.391,0.386,0.312,0.060,0.000
5,0.012,0.025,0.802,0.819,0.774,0.994,1.000,1.000,0.989,0.941,0.881,0.814,0.754,0.720,0.664,0.585,0.444,0.401,0.472,0.506,0.466,0.407,0.367,0.291
5,0.012,0.024,0.825,0.988,0.836,0.992,1.000,1.000,0.989,0.955,0.893,0.814,0.766,0.732,0.684,0.472,0.429,0.511,0.511,0.458,0.441,0.404,0.305,0.000
5,0.012,0.025,0.777,0.964,0.941,1.000,1.000,0.986,0.923,0.855,0.794,0.735,0.689,0.621,0.438,0.365,0.450,0.475,0.415,0.403,0.358,0.201,0.000,0.000
5,0.013,0.025,0.775,0.920,0.796,0.997,1.000,0.995,0.949,0.884,0.828,0.763,0.707,0.656,0.621,0.516,0.363,0.341,0.425,0.435,0.382,0.363,0.325,0.134
5,0.014,0.028,0.777,0.920,0.824,0.991,1.000,0.997,0.966,0.901,0.836,0.762,0.694,0.639,0.552,0.392,0.383,0.460,0.435,0.386,0.361,0.299,0.052,0.000
5,0.013,0.027,0.800,0.835,0.647,0.971,1.000,1.000,0.966,0.908,0.842,0.779,0.718,0.667,0.601,0.514,0.359,0.351,0.425,0.445,0.382,0.362,0.307,0.138
5,0.007,0.015,0.768,0.995,0.908,0.999,1.000,0.992,0.938,0.881,0.816,0.748,0.690,0.650,0.625,0.459,0.335,0.319,0.402,0.429,0.368,0.358,0.314,0.218
5,0.012,0.026,0.809,0.854,0.759,0.993,1.000,1.000,0.973,0.899,0.828,0.754,0.702,0.638,0.466,0.362,0.438,0.490,0.401,0.414,0.328,0.081,0.000,0.000
5,0.012,0.025,0.779,0.990,0.933,1.000,1.000,0.971,0.919,0.840,0.776,0.710,0.664,0.586,0.433,0.374,0.455,0.474,0.410,0.400,0.317,0.081,0.000,0.000
5,0.005,0.010,0.769,0.981,0.900,0.998,1.000,0.985,0.933,0.871,0.805,0.739,0.677,0.646,0.601,0.440,0.325,0.367,0.430,0.422,0.361,0.362,0.304,0.170
5,0.013,0.026,0.800,0.762,0.551,0.929,1.000,1.000,1.000,0.972,0.921,0.859,0.791,0.726,0.633,0.469,0.379,0.466,0.452,0.418,0.401,0.364,0.311,0.116
5,0.013,0.027,0.775,0.941,0.729,0.992,1.000,1.000,0.963,0.904,0.836,0.774,0.715,0.667,0.650,0.441,0.336,0.381,0.435,0.421,0.373,0.350,0.305,0.147
5,0.012,0.024,0.812,0.778,0.654,0.988,1.000,1.000,0.979,0.910,0.839,0.776,0.717,0.668,0.574,0.403,0.380,0.442,0.470,0.382,0.353,0.256,0.000,0.000
5,0.012,0.024,0.781,0.953,0.922,0.997,1.000,0.997,0.973,0.914,0.849,0.798,0.737,0.685,0.664,0.538,0.387,0.379,0.454,0.452,0.403,0.409,0.358,0.210
5,0.013,0.026,0.775,0.898,0.810,0.998,1.000,0.981,0.919,0.850,0.774,0.712,0.657,0.600,0.390,0.355,0.438,0.443,0.381,0.371,0.300,0.076,0.000,0.000
5,0.009,0.019,0.762,0.986,0.916,1.000,1.000,0.990,0.941,0.871,0.813,0.756,0.682,0.652,0.597,0.395,0.318,0.395,0.439,0.410,0.361,0.352,0.288,0.105
5,0.012,0.023,0.775,0.948,0.931,1.000,1.000,0.985,0.935,0.872,0.812,0.740,0.682,0.643,0.541,0.383,0.374,0.437,0.444,0.392,0.372,0.325,0.154,0.000
5,0.015,0.032,0.781,0.921,0.885,1.000,1.000,1.000,0.974,0.932,0.881,0.796,0.740,0.715,0.626,0.498,0.379,0.421,0.481,0.443,0.400,0.383,0.306,0.085
5,0.012,0.025,0.782,0.975,0.921,1.000,1.000,0.990,0.940,0.855,0.798,0.726,0.695,0.619,0.424,0.371,0.455,0.464,0.410,0.390,0.340,0.100,0.000,0.000
5,0.012,0.024,0.792,0.969,0.946,1.000,1.000,0.973,0.921,0.855,0.782,0.728,0.671,0.637,0.481,0.363,0.415,0.456,0.422,0.392,0.354,0.209,0.000,0.000
5,0.013,0.024,0.780,0.951,0.922,1.000,1.000,0.997,0.965,0.895,0.836,0.777,0.712,0.675,0.621,0.457,0.368,0.417,0.462,0.438,0.398,0.376,0.296,0.030
5,0.012,0.023,0.793,0.974,0.924,1.000,1.000,0.987,0.937,0.870,0.805,0.745,0.688,0.665,0.545,0.377,0.366,0.448,0.459,0.394,0.390,0.327,0.139,0.000
5,0.014,0.028,0.797,0.812,0.759,0.991,1.000,0.997,0.963,0.889,0.806,0.738,0.713,0.611,0.398,0.429,0.497,0.460,0.426,0.380,0.312,0.028,0.000,0.000
5,0.012,0.024,0.775,0.977,0.914,1.000,1.000,0.985,0.932,0.862,0.793,0.732,0.666,0.635,0.473,0.356,0.413,0.455,0.420,0.382,0.345,0.211,0.000,0.000
5,0.013,0.026,0.844,0.813,0.488,0.936,1.000,1.000,1.000,0.971,0.892,0.825,0.757,0.719,0.637,0.561,0.401,0.439,0.477,0.462,0.401,0.345,0.143,0.000
5,0.012,0.025,0.781,0.986,0.937,1.000,1.000,0.984,0.923,0.852,0.782,0.724,0.686,0.607,0.424,0.386,0.457,0.475,0.412,0.396,0.340,0.133,0.000,0.000
5,0.012,0.025,0.813,0.755,0.494,0.885,1.000,1.000,0.988,0.944,0.848,0.785,0.731,0.637,0.468,0.398,0.461,0.431,0.396,0.375,0.328,0.101,0.000,0.000
5,0.005,0.010,0.762,0.996,0.855,0.989,0.999,0.975,0.919,0.861,0.805,0.747,0.682,0.642,0.603,0.432,0.325,0.331,0.419,0.416,0.357,0.355,0.306,0.182
5,0.013,0.026,0.808,0.962,0.906,1.000,1.000,1.000,0.968,0.909,0.830,0.775,0.713,0.687,0.596,0.409,0.401,0.471,0.488,0.433,0.421,0.348,0.173,0.000
5,0.012,0.024,0.781,0.939,0.752,0.996,1.000,0.996,0.949,0.879,0.812,0.750,0.685,0.656,0.562,0.368,0.333,0.426,0.435,0.375,0.371,0.319,0.152,0.000
5,0.014,0.027,0.787,0.981,0.948,1.000,1.000,0.994,0.948,0.883,0.812,0.750,0.698,0.664,0.475,0.383,0.466,0.494,0.444,0.423,0.377,0.213,0.000,0.000
5,0.007,0.015,0.762,0.995,0.909,0.998,1.000,0.973,0.912,0.848,0.790,0.730,0.668,0.641,0.582,0.396,0.311,0.359,0.432,0.417,0.356,0.354,0.296,0.128
5,0.015,0.030,0.805,0.947,0.964,1.000,1.000,0.996,0.964,0.900,0.860,0.792,0.724,0.696,0.632,0.468,0.388,0.452,0.480,0.476,0.424,0.408,0.332,0.156
5,0.012,0.022,0.792,0.965,0.954,1.000,1.000,0.990,0.930,0.894,0.801,0.745,0.694,0.654,0.534,0.369,0.375,0.453,0.462,0.404,0.400,0.327,0.133,0.000
5,0.012,0.023,0.793,0.922,0.938,1.000,1.000,0.987,0.934,0.864,0.796,0.732,0.675,0.655,0.488,0.358,0.385,0.451,0.455,0.391,0.369,0.292,0.031,0.000
5,0.012,0.023,0.770,0.962,0.919,1.000,1.000,0.996,0.949,0.897,0.826,0.758,0.690,0.659,0.536,0.369,0.360,0.437,0.444,0.385,0.371,0.299,0.081,0.000
5,0.012,0.024,0.791,0.966,0.937,1.000,1.000,0.968,0.914,0.848,0.771,0.705,0.685,0.599,0.420,0.361,0.442,0.467,0.406,0.397,0.345,0.154,0.000,0.000
5,0.009,0.019,0.759,0.986,0.924,1.000,1.000,0.979,0.920,0.855,0.790,0.727,0.660,0.639,0.523,0.373,0.312,0.396,0.438,0.379,0.355,0.325,0.228,0.000
5,0.013,0.025,0.781,0.926,0.925,1.000,1.000,0.994,0.972,0.914,0.839,0.781,0.717,0.689,0.644,0.489,0.367,0.417,0.467,0.456,0.389,0.386,0.317,0.064
5,0.012,0.023,0.802,0.945,0.927,1.000,1.000,0.993,0.938,0.870,0.811,0.741,0.688,0.657,0.519,0.389,0.396,0.470,0.462,0.409,0.400,0.334,0.057,0.000
5,0.012,0.023,0.774,0.994,0.904,1.000,1.000,0.996,0.953,0.876,0.812,0.738,0.689,0.670,0.554,0.377,0.382,0.458,0.456,0.397,0.399,0.343,0.179,0.000
5,0.013,0.025,0.785,0.947,0.900,1.000,1.000,1.000,0.983,0.919,0.861,0.792,0.744,0.689,0.642,0.486,0.375,0.414,0.472,0.447,0.403,0.386,0.300,0.033
5,0.012,0.024,0.793,0.982,0.954,1.000,1.000,0.993,0.929,0.864,0.806,0.726,0.682,0.654,0.461,0.357,0.431,0.468,0.419,0.401,0.359,0.272,0.000,0.000
5,0.013,0.025,0.822,0.755,0.592,0.953,1.000,1.000,0.983,0.939,0.883,0.833,0.767,0.722,0.658,0.531,0.383,0.400,0.456,0.439,0.411,0.386,0.344,0.200
5,0.012,0.025,0.781,0.995,0.930,1.000,1.000,0.988,0.920,0.869,0.796,0.726,0.686,0.649,0.461,0.365,0.447,0.461,0.410,0.391,0.354,0.183,0.000,0.000
5,0.013,0.027,0.777,0.942,0.885,0.994,1.000,0.983,0.937,0.874,0.813,0.756,0.690,0.661,0.603,0.420,0.325,0.368,0.440,0.420,0.356,0.365,0.290,0.121
5,0.008,0.015,0.758,0.942,0.778,0.997,1.000,0.986,0.932,0.870,0.806,0.745,0.681,0.636,0.608,0.387,0.299,0.326,0.406,0.400,0.337,0.340,0.288,0.171
